,VIX,VIX3M,MOVE,HYG,IEF,XLY,XLP,SPX,VIX_TS,HYG_IEF,XLY_XLP,cluster_Vol,cluster_Credit,cluster_Risk_Off,ind_pct_VIX,ind_pct_VIX_TS,ind_pct_MOVE,ind_pct_HYG_IEF,ind_pct_XLY_XLP,regime,max_dd_20d,pre_crash,fwd_5d,fwd_20d,fwd_60d
2008-01-23,29.020000457763672,26.25,165.10000610351562,97.27999877929688,90.19000244140625,15.600000381469727,27.200000762939453,1338.5999755859375,1.1055238269624257,1.078611776759811,0.5735294097022615,,,,,,,,,,-0.009076665647438253,False,0.012856778217315679,0.002935943360687032,0.03864483894533666
2008-01-24,27.780000686645508,26.0,171.6999969482422,98.5,89.37000274658203,15.755000114440918,27.06999969482422,1352.0699462890625,1.068461564870981,1.102159527501717,0.5820096155174052,,,,,,,,,,-0.018948720210448466,False,0.019584861428020517,0.0007692198656990001,0.02669987433367016
2008-01-25,29.079999923706055,26.860000610351562,178.8000030517578,98.6500015258789,90.19999694824219,15.430000305175781,26.700000762939453,1330.6099853515625,1.0826507543897421,1.0936807634537442,0.5779026166393662,,,,,,,,,,-0.00312641136432501,False,0.048707028586311374,0.03095577511819103,0.0340670493636126
2008-01-28,27.780000686645508,25.969999313354492,170.1999969482422,98.19999694824219,89.87000274658203,15.6850004196167,26.90999984741211,1353.9599609375,1.0696958575720972,1.0926893729507199,0.5828688408976376,,,,,,,,,,-0.02031818558842513,False,0.019838094276410034,0.020185292706939695,0.019180842508411677
2008-01-29,27.31999969482422,25.649999618530273,161.8000030517578,98.30000305175781,89.51000213623047,15.734999656677246,26.989999771118164,1362.300048828125,1.0651072164183384,1.0982013261730161,0.5829936935944392,,,,,,,,,,-0.02631586021529464,False,-0.01883581682446589,0.013007391960653703,0.01946700176936078
2008-01-30,27.6200008392334,26.079999923706055,146.7100067138672,98.68000030517578,89.47000122070312,15.635000228881836,26.799999237060547,1355.81005859375,1.0590491150319186,1.1029395211670288,0.583395547536467,,,,,,,,,,-0.021655029947430404,False,-0.021655029947430404,0.008754910056869791,0.03099984910139697
2008-01-31,26.200000762939453,25.209999084472656,153.6999969482422,98.87999725341797,89.93000030517578,16.290000915527344,27.200000762939453,1378.550048828125,1.0392701989059794,1.0995218160554936,0.5988970756840124,,,,,,,,,,-0.03779340307632584,False,-0.030205660421132152,-0.03476119273728817,0.012926586382707494
2008-02-01,24.020000457763672,24.110000610351562,144.6999969482422,98.2699966430664,89.94000244140625,16.434999465942383,27.469999313354492,1395.4200439453125,0.9962671028490456,1.092617233439447,0.5982890381053827,,,,,,,,,,-0.0494260442027451,False,-0.045957491553221375,-0.0459217125359791,-0.0032105763124885556
2008-02-04,25.989999771118164,25.360000610351562,142.0,98.29000091552734,89.44000244140625,16.200000762939453,27.299999237060547,1380.8199462890625,1.0248422376026856,1.0989489963388461,0.5934066379367322,,,,,,,,,,-0.039375151889503246,False,-0.030192163372415926,-0.03915785431284857,0.0034544833626348748
2008-02-05,28.239999771118164,26.989999771118164,145.89999389648438,97.5,90.06999969482422,15.744999885559082,26.93000030517578,1336.6400146484375,1.0463134498184627,1.0824913992489194,0.5846639326822803,,,,,,,,,,-0.007623640894248274,False,0.009142305010477303,-0.0021995925936242333,0.0543900753943809
2008-02-06,28.969999313354492,27.610000610351562,146.1999969482422,97.30000305175781,89.91000366210938,15.574999809265137,26.81999969482422,1326.449951171875,1.0492574673284518,1.0821932942792527,0.5807233402866456,,,,,,,,,,-0.016668540966833345,False,0.030728645079759698,-0.016668540966833345,0.06592791018230892
2008-02-07,27.65999984741211,26.739999771118164,150.39999389648438,96.88999938964844,88.9000015258789,15.875,27.100000381469727,1336.9100341796875,1.0344053883383961,1.0898762398945925,0.5857933496877332,,,,,,,,,,-0.03256766569877356,False,0.008938485661982076,-0.03256766569877356,0.052793347532913426
2008-02-08,28.010000228881836,27.059999465942383,153.0,96.16000366210938,89.6500015258789,15.78499984741211,26.799999237060547,1331.2900390625,1.035107198140751,1.0726157504230633,0.5889925483872299,,,,,,,,,,-0.04350670571087578,False,0.014046489212105495,-0.04350670571087578,0.0653275906461146
2008-02-11,27.600000381469727,26.670000076293945,149.8000030517578,95.4000015258789,89.8499984741211,15.949999809265137,27.139999389648438,1339.1300048828125,1.034870652512762,1.0617696510407437,0.5876934476037122,,,,,,,,,,-0.04910651656362497,False,0.007206189375845495,-0.0137999898451735,0.03990646256255492
2008-02-12,26.329999923706055,26.110000610351562,148.5,95.76000213623047,89.66000366210938,15.979999542236328,27.5,1348.8599853515625,1.0084258639682786,1.0680347783289126,0.5810908924449574,,,,,,,,,,-0.055965771877130366,False,0.008281099644601886,-0.029721369345731996,0.036193577457671156
2008-02-13,24.8799991607666,25.290000915527344,146.10000610351562,95.51000213623047,89.27999877929688,16.184999465942383,27.3700008392334,1367.2099609375,0.9837879897224909,1.0697805045039748,0.5913408465352354,,,,,,,,,,-0.06863610454971092,False,-0.018051310585611824,-0.03783616412016089,0.015410996819337885
2008-02-14,25.540000915527344,25.469999313354492,144.1999969482422,95.9800033569336,88.79000091552734,16.030000686645508,27.229999542236328,1348.8599853515625,1.0027483943486464,1.0809776142276049,0.5886889811283855,,,,,,,,,,-0.055965771877130366,False,0.0031508088653784405,-0.04501576988163014,0.04056756913050763
2008-02-15,25.020000457763672,25.440000534057617,146.60000610351562,95.73999786376953,88.9800033569336,16.114999771118164,27.350000381469727,1349.989990234375,0.9834905633853398,1.0759720639672148,0.5892138773802891,,,,,,,,,,-0.0567559727638316,False,0.01615571874719124,-0.05436337689859172,0.03929662383564403
2008-02-19,25.59000015258789,25.469999313354492,147.5,95.25,88.33999633789062,15.930000305175781,27.790000915527344,1348.780029296875,1.0047114582830192,1.0782205563568215,0.5732277718736986,,,,,,,,,,-0.05590980926593281,False,0.02410327040694149,-0.01337507871606336,0.04439567874831907
2008-02-20,24.399999618530273,24.670000076293945,154.3000030517578,95.5,88.26000213623047,16.149999618530273,27.200000762939453,1360.030029296875,0.9890555145144437,1.082030338641897,0.5937499693211395,,,,,,,,,,-0.0637192064240597,False,0.014698197689583026,-0.04530045956662765,0.04671949561660571
2008-02-21,25.1200008392334,25.09000015258789,160.60000610351562,95.83000183105469,89.16999816894531,15.765000343322754,27.299999237060547,1342.530029296875,1.0011957228562398,1.0746888392830405,0.5774725561867894,,,,,,,,,,-0.05151470184686202,False,0.018733304928184147,-0.009698121641322999,0.061689455343086674
2008-02-22,24.059999465942383,24.399999618530273,161.5,96.0,88.91999816894531,16.110000610351562,27.600000381469727,1353.1099853515625,0.9860655672990387,1.0796221544854612,0.5836956662206281,,,,,,,,,,-0.058930900738018765,False,-0.01661356483368892,-0.0023870790281034227,0.05433410463832189
2008-02-25,23.030000686645508,23.93000030517578,158.10000610351562,96.29000091552734,88.33000183105469,16.325000762939453,27.639999389648438,1371.800048828125,0.962390321477112,1.0901165959409513,0.5906295630763795,,,,,,,,,,-0.07175247864659462,False,-0.02949415480949713,-0.013711953582315917,0.030325101403425814
2008-02-26,21.899999618530273,23.110000610351562,149.1999969482422,96.91000366210938,88.55000305175781,16.485000610351562,27.979999542236328,1381.2900390625,0.9476416720093336,1.0944099415272195,0.589170867764567,,,,,,,,,,-0.07812989371773016,False,-0.03948485656170886,-0.029074295074874135,0.006819655256034007
2008-02-27,22.690000534057617,23.690000534057617,142.91000366210938,96.88999938964844,88.76000213623047,16.450000762939453,27.600000381469727,1380.02001953125,0.9577880971947483,1.091595280055761,0.5960145121586218,,,,,,,,,,-0.07728150527141497,False,-0.03356478000595131,-0.039318277269669966,0.010383875488672256
2008-02-28,23.530000686645508,24.290000915527344,145.1999969482422,96.75,89.80000305175781,16.059999465942383,27.649999618530273,1367.6800537109375,0.9687113956263375,1.0773941727400214,0.5808318150998965,,,,,,,,,,-0.0689562287158153,False,-0.04631206525149201,-0.03835698478271443,0.006032112538027601
2008-02-29,26.540000915527344,26.389999389648438,155.1999969482422,96.37999725341797,90.76000213623047,15.65999984741211,27.1299991607666,1330.6300048828125,1.0056840291530187,1.0619214960875816,0.577220801025989,,,,,,,,,,-0.04303225506377173,False,-0.02800178083231064,-0.005959623397817415,0.04112335547998125
2008-03-03,26.280000686645508,26.079999923706055,152.1999969482422,95.79000091552734,90.25,15.625,27.399999618530273,1331.3399658203125,1.007668740932689,1.0613850516955938,0.5702554823917957,,,,,,,,,,-0.043542575293611385,False,-0.043542575293611385,0.02917368131940168,0.044691815409701796
2008-03-04,25.520000457763672,25.760000228881836,155.6999969482422,95.68000030517578,89.91000366210938,15.600000381469727,27.3799991607666,1326.75,0.99068323878161,1.0641752464469985,0.5697589795336191,,,,,,,,,,-0.04023365734525153,False,-0.0045976827480215254,0.03073678484784237,0.05389863181882415
2008-03-05,24.600000381469727,24.90999984741211,164.89999389648438,95.94999694824219,89.5199966430664,15.604999542236328,27.450000762939453,1333.699951171875,0.9875552200786308,1.0718275306780165,0.5684881278147288,,,,,,,,,,-0.0452350290645791,False,-0.018692309030018284,0.026700238978479174,0.04999629313351028
2008-03-06,27.549999237060547,27.0,171.39999389648438,95.69999694824219,90.23999786376953,15.225000381469727,27.200000762939453,1304.3399658203125,1.0203703421133536,1.0605053104357929,0.5597426453830875,,,,,,,,,,-0.023743787290645302,False,0.00854072936531658,0.050646350127134365,0.062353435650383204
